filename,class,split,original_width,original_height,resized_width,resized_height,path
Russian_Blue_148_jpg.rf.9b3bcc5016d33543d34926b06920ff3a.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_148_jpg.rf.9b3bcc5016d33543d34926b06920ff3a.jpg
Maine_Coon_174_jpg.rf.a13aabba3f9564144fbd928eb2c49513.jpg,cat,train,375,500,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_174_jpg.rf.a13aabba3f9564144fbd928eb2c49513.jpg
Russian_Blue_151_jpg.rf.4f296123a0fd2cc682c178c5d2e1a4e3.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_151_jpg.rf.4f296123a0fd2cc682c178c5d2e1a4e3.jpg
Bombay_127_jpg.rf.4c9fde3d1b3fc52a20cd4b2b82b98856.jpg,cat,train,234,350,128,128,cats_dogs_preprocessed\train\cat\Bombay_127_jpg.rf.4c9fde3d1b3fc52a20cd4b2b82b98856.jpg
Bengal_174_jpg.rf.bbac947432fbff310b6be201bd9a3de7.jpg,cat,train,271,300,128,128,cats_dogs_preprocessed\train\cat\Bengal_174_jpg.rf.bbac947432fbff310b6be201bd9a3de7.jpg
Bombay_122_jpg.rf.218d47f5275b4de8706a9a56e6276113.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Bombay_122_jpg.rf.218d47f5275b4de8706a9a56e6276113.jpg
Persian_152_jpg.rf.529c5adab2c165b8473d29a3e0a13967.jpg,cat,train,333,500,128,128,cats_dogs_preprocessed\train\cat\Persian_152_jpg.rf.529c5adab2c165b8473d29a3e0a13967.jpg
Maine_Coon_10_jpg.rf.7197163a4c9374ee5e54107828067bd5.jpg,cat,train,600,900,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_10_jpg.rf.7197163a4c9374ee5e54107828067bd5.jpg
Sphynx_177_jpg.rf.38e052693b96ad306bc8588d1a7d89c3.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Sphynx_177_jpg.rf.38e052693b96ad306bc8588d1a7d89c3.jpg
Russian_Blue_183_jpg.rf.657126ba93aa9a89ba60337fd90015e7.jpg,cat,train,500,332,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_183_jpg.rf.657126ba93aa9a89ba60337fd90015e7.jpg
Birman_186_jpg.rf.6c15b2f2afe3c230ded5e5d04d6affe5.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Birman_186_jpg.rf.6c15b2f2afe3c230ded5e5d04d6affe5.jpg
British_Shorthair_187_jpg.rf.24d36402bce6b82092dc93876c65bb71.jpg,cat,train,332,500,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_187_jpg.rf.24d36402bce6b82092dc93876c65bb71.jpg
Persian_13_jpg.rf.dd6ccb81649242fcc8a22fd4ddbfbab7.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Persian_13_jpg.rf.dd6ccb81649242fcc8a22fd4ddbfbab7.jpg
Bengal_116_jpg.rf.8c6280ad977c6c749da4d35156e49286.jpg,cat,train,500,230,128,128,cats_dogs_preprocessed\train\cat\Bengal_116_jpg.rf.8c6280ad977c6c749da4d35156e49286.jpg
Russian_Blue_174_jpg.rf.7a3b6565101bc28aaf8709a725ac7563.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_174_jpg.rf.7a3b6565101bc28aaf8709a725ac7563.jpg
Egyptian_Mau_123_jpg.rf.5d20ae89246859ac44418de6f4e8d596.jpg,cat,train,400,398,128,128,cats_dogs_preprocessed\train\cat\Egyptian_Mau_123_jpg.rf.5d20ae89246859ac44418de6f4e8d596.jpg
Ragdoll_179_jpg.rf.ea82d93718e6994d7c36c2dba763e460.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Ragdoll_179_jpg.rf.ea82d93718e6994d7c36c2dba763e460.jpg
Egyptian_Mau_108_jpg.rf.afd725b697520d03a6d12b912e6333e6.jpg,cat,train,375,500,128,128,cats_dogs_preprocessed\train\cat\Egyptian_Mau_108_jpg.rf.afd725b697520d03a6d12b912e6333e6.jpg
Birman_160_jpg.rf.dc1ca8f5f9cfd2aa585a7c024074ce7f.jpg,cat,train,500,334,128,128,cats_dogs_preprocessed\train\cat\Birman_160_jpg.rf.dc1ca8f5f9cfd2aa585a7c024074ce7f.jpg
Bombay_153_jpg.rf.2da5201d989106a5b1b4025aec3349b4.jpg,cat,train,400,290,128,128,cats_dogs_preprocessed\train\cat\Bombay_153_jpg.rf.2da5201d989106a5b1b4025aec3349b4.jpg
Persian_123_jpg.rf.87d8ed5ba94b1f22d92cee480bf0cb46.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Persian_123_jpg.rf.87d8ed5ba94b1f22d92cee480bf0cb46.jpg
Abyssinian_131_jpg.rf.3aeee0801499f335e3a59b51189e1351.jpg,cat,train,311,320,128,128,cats_dogs_preprocessed\train\cat\Abyssinian_131_jpg.rf.3aeee0801499f335e3a59b51189e1351.jpg
Sphynx_142_jpg.rf.f01978b5d26b5c07865746b712f2753c.jpg,cat,train,500,332,128,128,cats_dogs_preprocessed\train\cat\Sphynx_142_jpg.rf.f01978b5d26b5c07865746b712f2753c.jpg
Birman_137_jpg.rf.dc638a7840b71bfdcc9da6ce40ebdd36.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Birman_137_jpg.rf.dc638a7840b71bfdcc9da6ce40ebdd36.jpg
Bengal_103_jpg.rf.bb684501a53abf381a6bf07f9cd2243c.jpg,cat,train,500,371,128,128,cats_dogs_preprocessed\train\cat\Bengal_103_jpg.rf.bb684501a53abf381a6bf07f9cd2243c.jpg
Ragdoll_106_jpg.rf.ae1d54ed602ab4fc8f7396d480b7e417.jpg,cat,train,500,409,128,128,cats_dogs_preprocessed\train\cat\Ragdoll_106_jpg.rf.ae1d54ed602ab4fc8f7396d480b7e417.jpg
Maine_Coon_158_jpg.rf.570c2d4769b7e83b74119dacfbb5a2d6.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_158_jpg.rf.570c2d4769b7e83b74119dacfbb5a2d6.jpg
Ragdoll_143_jpg.rf.901b2ea9c2f260b434edb2e8dee14273.jpg,cat,train,500,383,128,128,cats_dogs_preprocessed\train\cat\Ragdoll_143_jpg.rf.901b2ea9c2f260b434edb2e8dee14273.jpg
Bengal_109_jpg.rf.aed42b8605ef92b579992d02e2e2cc4c.jpg,cat,train,500,334,128,128,cats_dogs_preprocessed\train\cat\Bengal_109_jpg.rf.aed42b8605ef92b579992d02e2e2cc4c.jpg
Maine_Coon_193_jpg.rf.a5ccc142bf507c3fbee745fef4309fa3.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_193_jpg.rf.a5ccc142bf507c3fbee745fef4309fa3.jpg
British_Shorthair_177_jpg.rf.5efbf04740eeac07cdd83e5773d24221.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_177_jpg.rf.5efbf04740eeac07cdd83e5773d24221.jpg
Russian_Blue_107_jpg.rf.acbbbfff0f5cbae37f897ab6c9b4e1e7.jpg,cat,train,281,500,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_107_jpg.rf.acbbbfff0f5cbae37f897ab6c9b4e1e7.jpg
Maine_Coon_176_jpg.rf.93c64e88fdabbfdce4bd888d6b7d4d7e.jpg,cat,train,375,500,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_176_jpg.rf.93c64e88fdabbfdce4bd888d6b7d4d7e.jpg
Maine_Coon_115_jpg.rf.5bf6ecec323f015eb206f3b6ad1d8d65.jpg,cat,train,334,500,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_115_jpg.rf.5bf6ecec323f015eb206f3b6ad1d8d65.jpg
Maine_Coon_131_jpg.rf.6bc4713c8c080f9d829226b01ad2216f.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_131_jpg.rf.6bc4713c8c080f9d829226b01ad2216f.jpg
Persian_143_jpg.rf.cef1519ca541c5e4f216aa793859a355.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Persian_143_jpg.rf.cef1519ca541c5e4f216aa793859a355.jpg
Ragdoll_161_jpg.rf.db63fa61da433792affe87eca206789b.jpg,cat,train,500,309,128,128,cats_dogs_preprocessed\train\cat\Ragdoll_161_jpg.rf.db63fa61da433792affe87eca206789b.jpg
Birman_144_jpg.rf.369cb41f763175f21c7cfd77e77509ec.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Birman_144_jpg.rf.369cb41f763175f21c7cfd77e77509ec.jpg
British_Shorthair_103_jpg.rf.ea9c679aa43c2bcc2dd74e51588f0c5e.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_103_jpg.rf.ea9c679aa43c2bcc2dd74e51588f0c5e.jpg
Russian_Blue_18_jpg.rf.c1a3dd07b2239128d1d1a9cefed34163.jpg,cat,train,500,342,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_18_jpg.rf.c1a3dd07b2239128d1d1a9cefed34163.jpg
Siamese_200_jpg.rf.518c2b06142799698663bff0ad4c36c8.jpg,cat,train,375,500,128,128,cats_dogs_preprocessed\train\cat\Siamese_200_jpg.rf.518c2b06142799698663bff0ad4c36c8.jpg
Maine_Coon_117_jpg.rf.fc7d292932e8c7d7ba4aec73a512411e.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_117_jpg.rf.fc7d292932e8c7d7ba4aec73a512411e.jpg
Russian_Blue_199_jpg.rf.3b28c3f929bcca88072d214bdf63343b.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_199_jpg.rf.3b28c3f929bcca88072d214bdf63343b.jpg
Sphynx_130_jpg.rf.948193b01d7d498e30837ca8b1655797.jpg,cat,train,500,332,128,128,cats_dogs_preprocessed\train\cat\Sphynx_130_jpg.rf.948193b01d7d498e30837ca8b1655797.jpg
Birman_157_jpg.rf.cbf2d211aab989a6f26ef5b5cef5e63e.jpg,cat,train,500,500,128,128,cats_dogs_preprocessed\train\cat\Birman_157_jpg.rf.cbf2d211aab989a6f26ef5b5cef5e63e.jpg
Abyssinian_174_jpg.rf.e2cf9b76cf12896d0a5672ad19fbd519.jpg,cat,train,317,246,128,128,cats_dogs_preprocessed\train\cat\Abyssinian_174_jpg.rf.e2cf9b76cf12896d0a5672ad19fbd519.jpg
Egyptian_Mau_107_jpg.rf.196d90df84e604b51a153e97c5cb03b1.jpg,cat,train,250,357,128,128,cats_dogs_preprocessed\train\cat\Egyptian_Mau_107_jpg.rf.196d90df84e604b51a153e97c5cb03b1.jpg
Persian_105_jpg.rf.ea4d455c191a11efb7d07b377717618a.jpg,cat,train,500,500,128,128,cats_dogs_preprocessed\train\cat\Persian_105_jpg.rf.ea4d455c191a11efb7d07b377717618a.jpg
Birman_122_jpg.rf.fde0eb5341b00fbd3ffa714d893de215.jpg,cat,train,500,334,128,128,cats_dogs_preprocessed\train\cat\Birman_122_jpg.rf.fde0eb5341b00fbd3ffa714d893de215.jpg
British_Shorthair_195_jpg.rf.f338b5af77fd01ce53bb348b8a45be94.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_195_jpg.rf.f338b5af77fd01ce53bb348b8a45be94.jpg
Sphynx_167_jpg.rf.caaec066ce0f7be7decfc147eef1e244.jpg,cat,train,500,332,128,128,cats_dogs_preprocessed\train\cat\Sphynx_167_jpg.rf.caaec066ce0f7be7decfc147eef1e244.jpg
British_Shorthair_109_jpg.rf.97fcd6a9c7f0d54b3d39d2d709237287.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_109_jpg.rf.97fcd6a9c7f0d54b3d39d2d709237287.jpg
Abyssinian_149_jpg.rf.b6b4a72a93f8bc2b239b18c5d181190c.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Abyssinian_149_jpg.rf.b6b4a72a93f8bc2b239b18c5d181190c.jpg
Siamese_145_jpg.rf.ec625542af775a512cead881f6047ff7.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Siamese_145_jpg.rf.ec625542af775a512cead881f6047ff7.jpg
Siamese_164_jpg.rf.ef30fae7ee22d7922dab34d52deb9f00.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Siamese_164_jpg.rf.ef30fae7ee22d7922dab34d52deb9f00.jpg
Persian_132_jpg.rf.44dddca6e9c6ec6ad74beee94f294737.jpg,cat,train,333,500,128,128,cats_dogs_preprocessed\train\cat\Persian_132_jpg.rf.44dddca6e9c6ec6ad74beee94f294737.jpg
Bombay_140_jpg.rf.15757f698af74453f34ee58604ea6afc.jpg,cat,train,1725,1600,128,128,cats_dogs_preprocessed\train\cat\Bombay_140_jpg.rf.15757f698af74453f34ee58604ea6afc.jpg
Birman_151_jpg.rf.179ae9238f29eda8d63af4da89c48e05.jpg,cat,train,375,500,128,128,cats_dogs_preprocessed\train\cat\Birman_151_jpg.rf.179ae9238f29eda8d63af4da89c48e05.jpg
Egyptian_Mau_152_jpg.rf.f08eb5fe066bbad4615280873336afb7.jpg,cat,train,480,360,128,128,cats_dogs_preprocessed\train\cat\Egyptian_Mau_152_jpg.rf.f08eb5fe066bbad4615280873336afb7.jpg
Egyptian_Mau_153_jpg.rf.39039c0b52c2d731a37b0324f64f4623.jpg,cat,train,332,317,128,128,cats_dogs_preprocessed\train\cat\Egyptian_Mau_153_jpg.rf.39039c0b52c2d731a37b0324f64f4623.jpg
Bombay_18_jpg.rf.68c07a9d844cc01b8bf5582d7d3c0e01.jpg,cat,train,254,380,128,128,cats_dogs_preprocessed\train\cat\Bombay_18_jpg.rf.68c07a9d844cc01b8bf5582d7d3c0e01.jpg
British_Shorthair_101_jpg.rf.afa7cf2990a151279e674e2077fa306f.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_101_jpg.rf.afa7cf2990a151279e674e2077fa306f.jpg
Ragdoll_182_jpg.rf.ea489b725bff179692e9fd4cefc1d2b0.jpg,cat,train,500,380,128,128,cats_dogs_preprocessed\train\cat\Ragdoll_182_jpg.rf.ea489b725bff179692e9fd4cefc1d2b0.jpg
Bombay_146_jpg.rf.288e58c8b226aa5b7c6ad4442f7fda5c.jpg,cat,train,220,165,128,128,cats_dogs_preprocessed\train\cat\Bombay_146_jpg.rf.288e58c8b226aa5b7c6ad4442f7fda5c.jpg
Bengal_13_jpg.rf.7c75131d257406a75d8d676dd9b5f5f7.jpg,cat,train,500,256,128,128,cats_dogs_preprocessed\train\cat\Bengal_13_jpg.rf.7c75131d257406a75d8d676dd9b5f5f7.jpg
Persian_139_jpg.rf.0e67f7e0a76dc49d0ca91e43d22312e3.jpg,cat,train,334,500,128,128,cats_dogs_preprocessed\train\cat\Persian_139_jpg.rf.0e67f7e0a76dc49d0ca91e43d22312e3.jpg
Bengal_167_jpg.rf.1542d3551f036a577880f22719c2fd08.jpg,cat,train,300,225,128,128,cats_dogs_preprocessed\train\cat\Bengal_167_jpg.rf.1542d3551f036a577880f22719c2fd08.jpg
Maine_Coon_106_jpg.rf.38d811dc7cb3be67bafc7df4283afd86.jpg,cat,train,500,333,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_106_jpg.rf.38d811dc7cb3be67bafc7df4283afd86.jpg
Abyssinian_167_jpg.rf.1d367cb1cf82c1e5ebda79fda928cee5.jpg,cat,train,313,310,128,128,cats_dogs_preprocessed\train\cat\Abyssinian_167_jpg.rf.1d367cb1cf82c1e5ebda79fda928cee5.jpg
Bombay_125_jpg.rf.c91236394fb2adb244ba8866b53dbd43.jpg,cat,train,448,300,128,128,cats_dogs_preprocessed\train\cat\Bombay_125_jpg.rf.c91236394fb2adb244ba8866b53dbd43.jpg
British_Shorthair_164_jpg.rf.8d27185e8344301592da98df828ab073.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_164_jpg.rf.8d27185e8344301592da98df828ab073.jpg
British_Shorthair_166_jpg.rf.d18846beff566700c2e16e295bb701e4.jpg,cat,train,333,500,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_166_jpg.rf.d18846beff566700c2e16e295bb701e4.jpg
Bengal_145_jpg.rf.3dadbfbb39437890fc249f7edb37cb2f.jpg,cat,train,300,225,128,128,cats_dogs_preprocessed\train\cat\Bengal_145_jpg.rf.3dadbfbb39437890fc249f7edb37cb2f.jpg
British_Shorthair_193_jpg.rf.ab376d75fb05acc1ec59f06228ebe5bb.jpg,cat,train,500,332,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_193_jpg.rf.ab376d75fb05acc1ec59f06228ebe5bb.jpg
Siamese_109_jpg.rf.558bcd320e5b903c76da3503ac7718a0.jpg,cat,train,500,399,128,128,cats_dogs_preprocessed\train\cat\Siamese_109_jpg.rf.558bcd320e5b903c76da3503ac7718a0.jpg
Sphynx_104_jpg.rf.e7cb65a6212f786130b1bf1bf6d114a1.jpg,cat,train,500,334,128,128,cats_dogs_preprocessed\train\cat\Sphynx_104_jpg.rf.e7cb65a6212f786130b1bf1bf6d114a1.jpg
Ragdoll_132_jpg.rf.9cc5644d79d3921307139b5ef93d4d06.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Ragdoll_132_jpg.rf.9cc5644d79d3921307139b5ef93d4d06.jpg
Siamese_100_jpg.rf.626c287e034f7b8ffa56fd433bf0c652.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Siamese_100_jpg.rf.626c287e034f7b8ffa56fd433bf0c652.jpg
Birman_132_jpg.rf.f5445061871c56755fa4365aa6c89433.jpg,cat,train,500,343,128,128,cats_dogs_preprocessed\train\cat\Birman_132_jpg.rf.f5445061871c56755fa4365aa6c89433.jpg
Ragdoll_160_jpg.rf.625334e2d1ce3b4e412899793b2da250.jpg,cat,train,500,304,128,128,cats_dogs_preprocessed\train\cat\Ragdoll_160_jpg.rf.625334e2d1ce3b4e412899793b2da250.jpg
British_Shorthair_154_jpg.rf.8e78c62b5e103771db2893338e5937da.jpg,cat,train,500,332,128,128,cats_dogs_preprocessed\train\cat\British_Shorthair_154_jpg.rf.8e78c62b5e103771db2893338e5937da.jpg
Siamese_146_jpg.rf.439f1b23a575f38c2d04eec464ee375c.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Siamese_146_jpg.rf.439f1b23a575f38c2d04eec464ee375c.jpg
Birman_135_jpg.rf.d9cdc64e747de2078f60a4761fdc534a.jpg,cat,train,375,500,128,128,cats_dogs_preprocessed\train\cat\Birman_135_jpg.rf.d9cdc64e747de2078f60a4761fdc534a.jpg
Abyssinian_127_jpg.rf.b2553880d73a78e26e396fe7775f31be.jpg,cat,train,266,400,128,128,cats_dogs_preprocessed\train\cat\Abyssinian_127_jpg.rf.b2553880d73a78e26e396fe7775f31be.jpg
Sphynx_151_jpg.rf.b3bff7789918d2a492e2e0b9a20d7e6c.jpg,cat,train,500,388,128,128,cats_dogs_preprocessed\train\cat\Sphynx_151_jpg.rf.b3bff7789918d2a492e2e0b9a20d7e6c.jpg
Siamese_148_jpg.rf.7efb6cf128859a157ed3fee883d3b118.jpg,cat,train,500,437,128,128,cats_dogs_preprocessed\train\cat\Siamese_148_jpg.rf.7efb6cf128859a157ed3fee883d3b118.jpg
Maine_Coon_104_jpg.rf.a100384191d25412f939398b5e1b5709.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Maine_Coon_104_jpg.rf.a100384191d25412f939398b5e1b5709.jpg
Sphynx_139_jpg.rf.42d6df16ef508d3e5f9f8e5900e538d7.jpg,cat,train,500,444,128,128,cats_dogs_preprocessed\train\cat\Sphynx_139_jpg.rf.42d6df16ef508d3e5f9f8e5900e538d7.jpg
Egyptian_Mau_13_jpg.rf.863abfc736ecbb5c774cc0b3b8b0596d.jpg,cat,train,334,500,128,128,cats_dogs_preprocessed\train\cat\Egyptian_Mau_13_jpg.rf.863abfc736ecbb5c774cc0b3b8b0596d.jpg
Siamese_158_jpg.rf.fad9e8f3a0a6866d0f9b5adc3953b876.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Siamese_158_jpg.rf.fad9e8f3a0a6866d0f9b5adc3953b876.jpg
Russian_Blue_106_jpg.rf.5d06d5283e5b9e064c536613909a261b.jpg,cat,train,325,500,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_106_jpg.rf.5d06d5283e5b9e064c536613909a261b.jpg
Ragdoll_158_jpg.rf.f9c36ee093139d00405f4f0838dd00d8.jpg,cat,train,500,378,128,128,cats_dogs_preprocessed\train\cat\Ragdoll_158_jpg.rf.f9c36ee093139d00405f4f0838dd00d8.jpg
Russian_Blue_147_jpg.rf.c7b83af53e13c033c64b22c723524201.jpg,cat,train,500,375,128,128,cats_dogs_preprocessed\train\cat\Russian_Blue_147_jpg.rf.c7b83af53e13c033c64b22c723524201.jpg
